,text,id,user,name,likes,retweet_count,created_at,source,location,sentiment,tweet_sentiment
0,@PPathole @xDreamCoding @garyblack00 That is certainly the intention!,1329129814041776128,elonmusk,Elon Musk,704,27,2020-11-18 18:30:16,Twitter for iPhone,,1,positive
1,https://t.co/Uf0axK7SL7,1329119465733312519,elonmusk,Elon Musk,42954,3409,2020-11-18 17:49:09,Twitter for iPhone,,0,neutral
2,@xDreamCoding @garyblack00 https://t.co/fREZwjCwNa,1329115864826785794,elonmusk,Elon Musk,742,69,2020-11-18 17:34:50,Twitter for iPhone,,0,neutral
3,@garyblack00 The only publicly traded stock I own is Tesla,1329115066801811457,elonmusk,Elon Musk,2333,192,2020-11-18 17:31:40,Twitter for iPhone,,1,positive
4,@garyblack00 Wise words from Bogle. The point of companies is products &amp; services. They have no point in &amp; of thems… https://t.co/eNCU8cBLpy,1329114904817758208,elonmusk,Elon Musk,2274,183,2020-11-18 17:31:01,Twitter for iPhone,,1,positive
5,"@teslaownerssv @AstroJordy @flcnhvy No, just a mild cold. Same with my bro. Def had cov2 though. Pc&lt;20 means viral… https://t.co/UySAnpqtFI",1329103547397496834,elonmusk,Elon Musk,720,26,2020-11-18 16:45:53,Twitter for iPhone,,-1,negative
6,"@Astronomiaum Life in glass domes at first. Eventually, terraformed to support life, like Earth.",1329102718988922883,elonmusk,Elon Musk,3555,124,2020-11-18 16:42:36,Twitter for iPhone,,1,positive
7,@AstroJordy @flcnhvy Yeah,1329099418306482179,elonmusk,Elon Musk,283,14,2020-11-18 16:29:29,Twitter for iPhone,,0,neutral
8,"@Daywalker_xD @Astronomiaum I was going to say “Sim!”, but that seemed too obvious haha",1329094473561894913,elonmusk,Elon Musk,2684,84,2020-11-18 16:09:50,Twitter for iPhone,,1,positive
9,@Astronomiaum Deveras!,1329088067370590208,elonmusk,Elon Musk,18878,996,2020-11-18 15:44:23,Twitter for iPhone,,0,neutral
10,"@flcnhvy And cases with high (non-infectious) Ct should quarantine for a few days, while getting another test. Seco… https://t.co/oAlvZwCMIO",1328978523458068487,elonmusk,Elon Musk,1983,88,2020-11-18 08:29:05,Twitter for iPhone,,-1,negative
11,@tobyliiiiiiiiii So many things you want &amp; some you didn’t know you wanted,1328973775715651584,elonmusk,Elon Musk,4816,162,2020-11-18 08:10:13,Twitter for iPhone,,1,positive
12,@nichegamer Maybe a little Mercy … https://t.co/9iE40HOihr,1328967115605471237,elonmusk,Elon Musk,7085,174,2020-11-18 07:43:46,Twitter for iPhone,,-1,negative
13,Tesla holiday software release is 🔥🔥,1328966577862172672,elonmusk,Elon Musk,80203,2177,2020-11-18 07:41:37,Twitter for iPhone,,0,neutral
14,@StaceyR28715306 @Maisie_Williams 😏,1328965577889689602,elonmusk,Elon Musk,629,13,2020-11-18 07:37:39,Twitter for iPhone,,0,neutral
15,Cobra Kai is a deep cut,1328958594469990407,elonmusk,Elon Musk,62492,2312,2020-11-18 07:09:54,Twitter for iPhone,,0,neutral
16,@archillect It’s all cake &amp; someone took a bite,1328956731024695297,elonmusk,Elon Musk,7969,158,2020-11-18 07:02:30,Twitter for iPhone,,0,neutral
17,@nichegamer There is such a thing as too much sentience,1328951819209502722,elonmusk,Elon Musk,3382,66,2020-11-18 06:42:59,Twitter for iPhone,,1,positive
18,Deus ex machine learning https://t.co/5ZSYalVczx,1328822042506956802,elonmusk,Elon Musk,163031,12927,2020-11-17 22:07:17,Twitter for iPhone,,0,neutral
19,"@peterrhague It’s designed to make life multiplanetary, otherwise extreme overkill for mere Earth sector activity!… https://t.co/yjLTT8pEEu",1328805737842290689,elonmusk,Elon Musk,4609,237,2020-11-17 21:02:30,Twitter for iPhone,,-1,negative
20,@Kristennetten @royalsociety More like he gave it his blessing. It was sort of a groundswell of those who believed… https://t.co/fwK1ziHfEg,1328790573591965701,elonmusk,Elon Musk,976,32,2020-11-17 20:02:15,Twitter for iPhone,,1,positive
21,Nullius in Verba @royalsociety,1328780059960897537,elonmusk,Elon Musk,19334,767,2020-11-17 19:20:28,Twitter for iPhone,,0,neutral
22,@westcoastbill Indeed,1328772099905904640,elonmusk,Elon Musk,973,28,2020-11-17 18:48:50,Twitter for iPhone,,0,neutral
23,@ReflexFunds @nickidk4 @pcgamer Dojo/Doge,1328771222822400001,elonmusk,Elon Musk,819,26,2020-11-17 18:45:21,Twitter for iPhone,,0,neutral
24,"@PPathole @Erdayastronaut @rweb11742 Yeah, looks like marginal cost of launch will be less than $1M for more than 1… https://t.co/rNSJ5FkDXT",1328770804222468097,elonmusk,Elon Musk,2069,127,2020-11-17 18:43:41,Twitter for iPhone,,1,positive
25,@speculawyer @Erdayastronaut @rweb11742 Exactly,1328769437433016322,elonmusk,Elon Musk,814,14,2020-11-17 18:38:15,Twitter for iPhone,,1,positive
26,"@Erdayastronaut @rweb11742 Merlin is a strong local maximum design, but kerosene is suboptimal fuel, no matter what… https://t.co/JoetYsKGp7",1328767073506430977,elonmusk,Elon Musk,2829,116,2020-11-17 18:28:52,Twitter for iPhone,,1,positive
27,"@parstalberg @josh_bickett @ICannot_Enough @Erdayastronaut @rweb11742 Yes, but from a visiting American. Ah, the irony is just too much!!",1328752988740079617,elonmusk,Elon Musk,838,27,2020-11-17 17:32:54,Twitter for iPhone,,1,positive
28,"@josh_bickett @ICannot_Enough @Erdayastronaut @rweb11742 Yeah, PCR Ct was unequivocal at &lt;20. Doesn’t matter what m… https://t.co/YJdogoKX8Q",1328747352400785409,elonmusk,Elon Musk,620,19,2020-11-17 17:10:30,Twitter for iPhone,,0,neutral
29,@flcnhvy @LUGG4S1 @pcgamer Maybe making some notable changes. Will wait until figurative &amp; literal dust settles.,1328746726489018368,elonmusk,Elon Musk,1954,52,2020-11-17 17:08:01,Twitter for iPhone,,1,positive
30,"@ICannot_Enough @Erdayastronaut @rweb11742 Pretty close. Definitely feel 💯 if I take DayQuil. Frankly, this was one… https://t.co/hj0ThLR48N",1328746124220489729,elonmusk,Elon Musk,1061,57,2020-11-17 17:05:37,Twitter for iPhone,,1,positive
31,@LUGG4S1 @pcgamer Avionics cables moving to steel pipe shields &amp; adding water-cooled steel pipes to test pad,1328743239327866881,elonmusk,Elon Musk,2067,77,2020-11-17 16:54:09,Twitter for iPhone,,0,neutral
32,"@LUGG4S1 @pcgamer About 2 secs after starting engines, martyte covering concrete below shattered, sending blades of… https://t.co/vilv1S16Yo",1328742122107904000,elonmusk,Elon Musk,2784,194,2020-11-17 16:49:43,Twitter for iPhone,,1,positive
33,@Erdayastronaut @rweb11742 The most amazing thing about rocket engines is that they *sometimes* don’t blow up! The… https://t.co/EUXoocFR9T,1328740259262304256,elonmusk,Elon Musk,5843,239,2020-11-17 16:42:19,Twitter for iPhone,,1,positive
34,@pcgamer We should just count the atoms at this point,1328737951786934272,elonmusk,Elon Musk,7574,150,2020-11-17 16:33:09,Twitter for iPhone,,0,neutral
35,@DJSnM @Erdayastronaut @CharlesNOtrumps @rweb11742 Absolutely. Production/testing of rocket engines is over 90% of… https://t.co/Tv3piXzp4I,1328734675544707072,elonmusk,Elon Musk,1787,52,2020-11-17 16:20:08,Twitter for iPhone,,1,positive
36,@Erdayastronaut @CharlesNOtrumps @rweb11742 Our first Merlin engine design was really bad tbh. Nothing worked well… https://t.co/Y5njREPvtc,1328732220530581504,elonmusk,Elon Musk,2544,78,2020-11-17 16:10:22,Twitter for iPhone,,-1,negative
37,@billhuang688 @JohnnaCrider1 @timmerenginerd @jack Maybe *I* just love irony haha,1328729321486344201,elonmusk,Elon Musk,887,28,2020-11-17 15:58:51,Twitter for iPhone,,1,positive
38,"@GreenIsClutch @JohnnaCrider1 @timmerenginerd @jack They’re on their way! Hopefully, more Teslaquila next month.",1328729028170293252,elonmusk,Elon Musk,1395,52,2020-11-17 15:57:41,Twitter for iPhone,,1,positive
39,@ChrisG_NSF Special permission received from Stonecutters Guild! https://t.co/SW5RBm1sRB,1328728296587227143,elonmusk,Elon Musk,3629,95,2020-11-17 15:54:47,Twitter for iPhone,,1,positive
40,@JohnnaCrider1 @timmerenginerd @jack Fate 🖤 Irony,1328726273808535552,elonmusk,Elon Musk,1276,63,2020-11-17 15:46:44,Twitter for iPhone,,0,neutral
41,@jack Well said.,1328724979098128392,elonmusk,Elon Musk,2051,60,2020-11-17 15:41:36,Twitter for iPhone,,0,neutral
42,"@trylolli @Maisie_Williams 👻 💵 
https://t.co/UWerAhxUev",1328592219956252673,elonmusk,Elon Musk,905,56,2020-11-17 06:54:03,Twitter for iPhone,,0,neutral
43,"@Erdayastronaut @rweb11742 Damn, that’s not easy! I spent quite a bit of time looking at Russian/Ukrainian engines. They’re good.",1328567334072700928,elonmusk,Elon Musk,9125,175,2020-11-17 05:15:10,Twitter for iPhone,,1,positive
44,@PPathole @michaelmina_lab Yes,1328557805754867713,elonmusk,Elon Musk,722,25,2020-11-17 04:37:18,Twitter for iPhone,,0,neutral
45,RT @SpaceX: Docking confirmed – Crew Dragon has arrived at the @space_station!,1328553209925935104,elonmusk,Elon Musk,0,8460,2020-11-17 04:19:03,Twitter for iPhone,,1,positive
46,@Maisie_Williams 🎶 Toss a bitcoin to ur Witcher 🎶,1328458535340949505,elonmusk,Elon Musk,66411,3427,2020-11-16 22:02:51,Twitter for iPhone,,0,neutral
47,@Kristennetten 😉,1328451518010327042,elonmusk,Elon Musk,2181,37,2020-11-16 21:34:57,Twitter for iPhone,,0,neutral
48,"RT @NASA: 🐉 Enter the Crew Dragon. At 4:48 p.m. EST (9:48 p.m. UTC), the NASA @SpaceX Crew-1 astronauts give you a LIVE tour of their space…",1328447751462342656,elonmusk,Elon Musk,0,1893,2020-11-16 21:19:59,Twitter for iPhone,,1,positive
49,"@WhatsupFranks @michaelmina_lab CureVac, Moderna &amp; a few others. Tesla makes the machine CureVac uses to go from kn… https://t.co/kVEPRq79Rl",1328424097110323200,elonmusk,Elon Musk,1074,74,2020-11-16 19:46:00,Twitter for iPhone,,-1,negative
50,@michaelmina_lab Creating synthetic mRNA for cures/vaccines is the future of medicine imo. Turns it (mostly) into a… https://t.co/Yp7djaWikS,1328421992144355328,elonmusk,Elon Musk,1202,87,2020-11-16 19:37:38,Twitter for iPhone,,1,positive
51,@gaertner_anne @Neuro_Skeptic @DresdenTea @judith_herbers Haha,1328419837656276992,elonmusk,Elon Musk,1390,32,2020-11-16 19:29:04,Twitter for iPhone,,1,positive
52,@michaelmina_lab Great thread,1328417588842414082,elonmusk,Elon Musk,807,39,2020-11-16 19:20:08,Twitter for iPhone,,1,positive
53,"@SamTalksTesla I’m ok, thanks for asking. No symptoms for past few days, apart from fatigue. Unless something chang… https://t.co/S8EO2xB2sf",1328414308611497985,elonmusk,Elon Musk,2817,120,2020-11-16 19:07:06,Twitter for iPhone,,1,positive
54,♥️,1328143001697230848,elonmusk,Elon Musk,257682,11010,2020-11-16 01:09:01,Twitter for iPhone,,0,neutral
55,Launch in 5 minutes,1328131428177965056,elonmusk,Elon Musk,187938,4931,2020-11-16 00:23:02,Twitter for iPhone,,0,neutral
56,"@flcnhvy Yeah, with cooling channels integrated into the chamber walls",1328128923683545088,elonmusk,Elon Musk,3581,86,2020-11-16 00:13:05,Twitter for iPhone,,0,neutral
57,"The same propellant is used either for abort or for orbital maneuvering, as one use obviates the other",1328125804836909056,elonmusk,Elon Musk,10730,264,2020-11-16 00:00:41,Twitter for iPhone,,-1,negative
58,"Dragon can also hover &amp; land propulsively, but we use the parachutes for maximum safety https://t.co/Mr7VFIQwWf",1328125240002502656,elonmusk,Elon Musk,11864,444,2020-11-15 23:58:27,Twitter for iPhone,,0,neutral
59,"Thrusters are integrated with spacecraft, enabling abort capability all the way to abort for increased safety https://t.co/KrOHKOr6AE",1328124552459603968,elonmusk,Elon Musk,44585,2610,2020-11-15 23:55:43,Twitter for iPhone,,0,neutral
60,RT @NASA: What song would you play on your ride out to the launch pad? #LaunchAmerica https://t.co/vzhxUn6Yie,1328119613092052992,elonmusk,Elon Musk,0,2090,2020-11-15 23:36:05,Twitter for iPhone,,0,neutral
61,RT @SpaceX: Dragon has completed 22 flights to and from the @space_station. It was designed from the beginning with human spaceflight in mi…,1328118425944616960,elonmusk,Elon Musk,0,1527,2020-11-15 23:31:22,Twitter for iPhone,,0,neutral
62,RT @SpaceX: Dragon is the only spacecraft currently flying capable of returning significant amounts of cargo to Earth and is the first priv…,1328118380583297025,elonmusk,Elon Musk,0,3036,2020-11-15 23:31:11,Twitter for iPhone,,1,positive
63,RT @SpaceX: SpaceX’s custom-tailored suits route the communications and cooling systems and protect the crew in the event of cabin depressu…,1328110241574055936,elonmusk,Elon Musk,0,689,2020-11-15 22:58:51,Twitter for iPhone,,0,neutral
64,"RT @NASA: LIVE NOW: We are ready to #LaunchAmerica. Are you? 🚀

Watch coverage of the NASA @SpaceX Crew-1 mission. Liftoff is at 7:27pm ET:…",1328090894055010305,elonmusk,Elon Musk,0,12929,2020-11-15 21:41:58,Twitter for iPhone,,1,positive
65,RT @SpaceX: Watch Falcon 9 launch Crew Dragon on its first operational mission to the @space_station with astronauts on board → https://t.c…,1328090799817388033,elonmusk,Elon Musk,0,8176,2020-11-15 21:41:36,Twitter for iPhone,,1,positive
66,@tboneagnoobs Ok,1328005355637334016,elonmusk,Elon Musk,875,17,2020-11-15 16:02:04,Twitter for iPhone,,1,positive
67,RT @SpaceX: All systems are go for tonight’s launch at 7:27 p.m. EST of Crew Dragon’s first operational mission with four astronauts on boa…,1327989848993456129,elonmusk,Elon Musk,0,5426,2020-11-15 15:00:27,Twitter for iPhone,,1,positive
68,"@KlotzAdam @PPathole @AstroJordy @erujabidi Yeah, I feel pretty normal. No symptoms right now. Last week, I had sym… https://t.co/gL0mhrqJxY",1327987572803452928,elonmusk,Elon Musk,1882,68,2020-11-15 14:51:24,Twitter for iPhone,,1,positive
69,"@PPathole @AstroJordy @erujabidi Doing tests from several different labs, same time of day, administered by RN &amp; am… https://t.co/hajhh7La7Q",1327985919106764801,elonmusk,Elon Musk,1088,81,2020-11-15 14:44:50,Twitter for iPhone,,0,neutral
70,"@PPathole @Mario_Livio Both obv insanely great, too bad they had this pointless argument",1327980040722673664,elonmusk,Elon Musk,651,15,2020-11-15 14:21:29,Twitter for iPhone,,-1,negative
71,Astronaut launch today! https://t.co/3FAzZGss8c,1327978096759193600,elonmusk,Elon Musk,55312,3474,2020-11-15 14:13:45,Twitter for iPhone,,0,neutral
72,"RT @NASA: 🌸 @Astro_Soichi has a message for boys and girls in Japan: ""Space is waiting!"" 

In this @Tumblr Spotlight, @JAXA_en astronaut So…",1327977654448922625,elonmusk,Elon Musk,0,985,2020-11-15 14:12:00,Twitter for iPhone,,0,neutral
73,"RT @NASA: This week...

🚀 NASA's @SpaceX Crew-1 astronauts arrive at @NASAKennedy ahead of launch
🔴 Our @NASAPersevere rover marks 100 days…",1327899670404681731,elonmusk,Elon Musk,0,903,2020-11-15 09:02:07,Twitter for iPhone,,0,neutral
74,"RT @Astro_Soichi: #SpaceX #NASA #Crew1 just finished final dress rehearsal, getting ready for Saturday launch! Behind me is ""real"" #Dragon…",1327899362878373889,elonmusk,Elon Musk,0,2278,2020-11-15 09:00:53,Twitter for iPhone,,0,neutral
75,@Mario_Livio No kids though,1327863861891002370,elonmusk,Elon Musk,834,14,2020-11-15 06:39:49,Twitter for iPhone,,0,neutral
76,@Mario_Livio Hell of a wig collection too,1327848665420062720,elonmusk,Elon Musk,5318,76,2020-11-15 05:39:26,Twitter for iPhone,,0,neutral
77,@michaelmina_lab It would be great if labs could give people this level of granular feedback in their results,1327817931187621888,elonmusk,Elon Musk,2587,73,2020-11-15 03:37:19,Twitter for iPhone,,1,positive
78,RT @michaelmina_lab: @elonmusk Great question! It’s more complex question and depends on why the test is being used - ie: do you want to kn…,1327813321374928897,elonmusk,Elon Musk,0,348,2020-11-15 03:19:00,Twitter for iPhone,,1,positive
79,Worth reading this thread if you’re curious about rona testing https://t.co/FA6kD61eBA,1327806647784202240,elonmusk,Elon Musk,26641,2525,2020-11-15 02:52:28,Twitter for iPhone,,1,positive
80,"@stonkmanup @michaelmina_lab They should be imo. If you get a blood pressure test, they tell you the number, not ju… https://t.co/tWl0Dgurmk",1327803336851038210,elonmusk,Elon Musk,1045,50,2020-11-15 02:39:19,Twitter for iPhone,,0,neutral
81,"@AstroJordy @erujabidi A little up &amp; down. Feels just like a regular cold, but more body achy &amp; cloudy head than co… https://t.co/ihVPeox7m6",1327774022566862848,elonmusk,Elon Musk,2248,75,2020-11-15 00:42:50,Twitter for iPhone,,-1,negative
82,"@michaelmina_lab In your opinion, at what Ct number for the cov2 N1 gene should a PCR test probably be regarded as… https://t.co/emuXLx698G",1327772765412356096,elonmusk,Elon Musk,3563,373,2020-11-15 00:37:50,Twitter for iPhone,,0,neutral
83,@michaelmina_lab @stendeck77 !,1327760574759878656,elonmusk,Elon Musk,512,14,2020-11-14 23:49:24,Twitter for iPhone,,0,neutral
84,"@teslaownerssv Cool, but please be super cautious. Expect two steps forward, one back. Lot of new code was merged.",1327750522489638912,elonmusk,Elon Musk,5745,132,2020-11-14 23:09:27,Twitter for iPhone,,1,positive
85,@austinbarnard45 Just a scratch. We can buff it out.,1327743939621703681,elonmusk,Elon Musk,7759,147,2020-11-14 22:43:18,Twitter for iPhone,,0,neutral
86,"@erujabidi Am getting wildly different results from different labs, but most likely I have a moderate case of covid… https://t.co/XLBAHahJOj",1327743762273955841,elonmusk,Elon Musk,6181,567,2020-11-14 22:42:35,Twitter for iPhone,,1,positive
87,@WhatsupFranks @lexfridman NPCs all the way up,1327726256880713729,elonmusk,Elon Musk,1504,43,2020-11-14 21:33:02,Twitter for iPhone,,0,neutral
88,@lexfridman Ahem,1327709281391497216,elonmusk,Elon Musk,7756,156,2020-11-14 20:25:34,Twitter for iPhone,,0,neutral
89,Unless you’re on DMT,1327706140595998721,elonmusk,Elon Musk,59949,2893,2020-11-14 20:13:06,Twitter for iPhone,,0,neutral
90,"Laws of thermodynamics:
1. You can’t win
2. You can’t break even
3. You can’t stop playing",1327705668271230976,elonmusk,Elon Musk,125447,9427,2020-11-14 20:11:13,Twitter for iPhone,,1,positive
91,Shakes fist at entropy,1327700815935537152,elonmusk,Elon Musk,84430,3852,2020-11-14 19:51:56,Twitter for iPhone,,0,neutral
92,@RealNattastic Big expansion of beta program in 6 to 8 weeks!,1327645031100940288,elonmusk,Elon Musk,2195,99,2020-11-14 16:10:16,Twitter for iPhone,,0,neutral
93,@robintosh_nunez @PPathole Interesting. My Thursday night saliva sample came back today with N1 gene (unique to cov… https://t.co/Tm7cs8oTdT,1327532992315604992,elonmusk,Elon Musk,1367,65,2020-11-14 08:45:04,Twitter for iPhone,,1,positive
94,@ICannot_Enough @JohnnaCrider1 What’s honey?,1327528213413650432,elonmusk,Elon Musk,1538,30,2020-11-14 08:26:05,Twitter for iPhone,,0,neutral
95,@slashdot Feels that way,1327499959877263360,elonmusk,Elon Musk,4907,131,2020-11-14 06:33:48,Twitter for iPhone,,0,neutral
96,@WhatsupFranks @bluemoondance74 @StephenKing This seems accurate,1327497570730397696,elonmusk,Elon Musk,716,14,2020-11-14 06:24:19,Twitter for iPhone,,1,positive
97,@bluemoondance74 @StephenKing Cold symptoms are gone for now 😀🚀💫,1327494369553760256,elonmusk,Elon Musk,2252,68,2020-11-14 06:11:36,Twitter for iPhone,,-1,negative
98,@StephenKing There are degrees of pos,1327476513227214854,elonmusk,Elon Musk,5295,131,2020-11-14 05:00:38,Twitter for iPhone,,0,neutral
99,@MrSammy_H @pelagicbird @max_roi @rossy65 Heneghan makes a lot of sense. Hilarious that he has to clarify that he r… https://t.co/MlXngcSA9T,1327411896471875584,elonmusk,Elon Musk,1109,94,2020-11-14 00:43:52,Twitter for iPhone,,1,positive
100,@WhatsupFranks The number of PCR amplification cycles required to detect the virus is a rough indicator of your vir… https://t.co/mn8192hUeQ,1327408883053170689,elonmusk,Elon Musk,1647,151,2020-11-14 00:31:54,Twitter for iPhone,,-1,negative
101,@MrSammy_H @max_roi @rossy65 This a great reference! Worth a read.,1327393875221045248,elonmusk,Elon Musk,500,25,2020-11-13 23:32:16,Twitter for iPhone,,1,positive
102,Case closed https://t.co/pUYiJcAdD6,1327391474607034368,elonmusk,Elon Musk,296463,31063,2020-11-13 23:22:43,Twitter for iPhone,,-1,negative
103,Soon https://t.co/mWOpR7W8kk,1327389689213423616,elonmusk,Elon Musk,194925,12568,2020-11-13 23:15:38,Twitter for iPhone,,0,neutral
104,"@PPathole Fwiw, lab I just spoke to thinks below 30 is accurate, 30 to 40 gets dicey &amp; above 40 is bs. Will talk to… https://t.co/K77wXQ11yt",1327375965190713347,elonmusk,Elon Musk,1152,126,2020-11-13 22:21:06,Twitter for iPhone,,1,positive
105,Lab I just spoke to said cov2 PCR detection (N1 &amp; N3 genes) below 30 cycles is reliable &amp; above 40 cycles is not,1327367568298897408,elonmusk,Elon Musk,22787,2760,2020-11-13 21:47:44,Twitter for iPhone,,0,neutral
106,"@RationalEtienne @ryaneshea Note, this is not the spike protein. They don’t consider that reliable.",1327366270539370496,elonmusk,Elon Musk,964,40,2020-11-13 21:42:34,Twitter for iPhone,,0,neutral
107,"@RationalEtienne @ryaneshea Just spoke directly to a testing lab. Their main PCR search is for the N1 gene, unique… https://t.co/x57OdvDAuO",1327366124237770752,elonmusk,Elon Musk,1222,96,2020-11-13 21:41:59,Twitter for iPhone,,1,positive
108,@PPathole Strange,1327335248854536192,elonmusk,Elon Musk,912,38,2020-11-13 19:39:18,Twitter for iPhone,,-1,negative
109,@ryaneshea Possible explanation for the dramatic decline in cold &amp; flu prevalence vs prior years. If someone comes… https://t.co/gMLVEwwXDP,1327332533785137152,elonmusk,Elon Musk,2181,372,2020-11-13 19:28:31,Twitter for iPhone,,-1,negative
110,"@ryaneshea Moreover, lower the true prevalence, the higher the false positive number will be. This sounds obvious,… https://t.co/XvAbEkLh1q",1327331690457382914,elonmusk,Elon Musk,1027,91,2020-11-13 19:25:10,Twitter for iPhone,,1,positive
111,@ryaneshea From https://t.co/42z7vRPB9c https://t.co/XTSukcc3Tl,1327330869963415552,elonmusk,Elon Musk,2014,407,2020-11-13 19:21:54,Twitter for iPhone,,0,neutral
112,@dana_e_morgan Sure is,1327309019950637057,elonmusk,Elon Musk,2022,31,2020-11-13 17:55:05,Twitter for iPhone,,1,positive
113,Would be great to hear from people who know a lot about the PCR testing industry. What’s the approximate false posi… https://t.co/lVc11nIkql,1327305722384719872,elonmusk,Elon Musk,36744,3575,2020-11-13 17:41:59,Twitter for iPhone,,-1,negative
114,@ClareCraigPath Interesting,1327296958709473280,elonmusk,Elon Musk,3439,120,2020-11-13 17:07:09,Twitter for iPhone,,1,positive
115,@john_beans @DirtyTesla Interesting,1327296384823828480,elonmusk,Elon Musk,747,32,2020-11-13 17:04:52,Twitter for iPhone,,1,positive
116,What is the general population (no knowledge of symptoms) accuracy of a sars-cov2 PCR test &amp; is it possible to gene… https://t.co/VbIU7ds4UQ,1327287240058302466,elonmusk,Elon Musk,129556,19013,2020-11-13 16:28:32,Twitter for iPhone,,1,positive
117,"@PPathole @cleantechnica A good PCR test should identify if I have the cov2 spike proteins, although I have heard s… https://t.co/M8Vj2gaOfs",1327224089451196420,elonmusk,Elon Musk,2003,330,2020-11-13 12:17:36,Twitter for iPhone,,1,positive
118,"@justpaulinelol @cleantechnica Mild sniffles &amp; cough &amp; slight fever past few days. Right now, no symptoms, although I did take NyQuil.",1327210365713743872,elonmusk,Elon Musk,2718,129,2020-11-13 11:23:04,Twitter for iPhone,,1,positive
119,"@cleantechnica Technically, I tested positive, then negative twice, then positive again, so “Elon Musk Tests Negati… https://t.co/6ohTA09S5l",1327208777049804800,elonmusk,Elon Musk,14490,2524,2020-11-13 11:16:45,Twitter for iPhone,,1,positive
120,The carousel turns ever faster,1327132071370878976,elonmusk,Elon Musk,84869,4370,2020-11-13 06:11:57,Twitter for iPhone,,0,neutral
121,@JoeInGeneral @andrewbogut Yup,1327131163622854657,elonmusk,Elon Musk,17792,264,2020-11-13 06:08:20,Twitter for iPhone,,0,neutral
122,@ajtourville Exactly,1327128527280496652,elonmusk,Elon Musk,20491,530,2020-11-13 05:57:52,Twitter for iPhone,,1,positive
123,@JaneidyEve Symptoms of a typical cold. Nothing unusual so far.,1327127056119902210,elonmusk,Elon Musk,22652,793,2020-11-13 05:52:01,Twitter for iPhone,,-1,negative
124,"@BLKMDL3 If it’s happening to me, it’s happening to others. I’m getting PCR tests from separate labs. Results will take about 24 hours.",1327126667651932161,elonmusk,Elon Musk,39293,3721,2020-11-13 05:50:29,Twitter for iPhone,,0,neutral
125,"Something extremely bogus is going on. Was tested for covid four times today. Two tests came back negative, two cam… https://t.co/Z2V15u7Zcf",1327125840040169472,elonmusk,Elon Musk,480871,126835,2020-11-13 05:47:11,Twitter for iPhone,,-1,negative
126,"@austinbarnard45 Burst disk worked, so vehicle appears to be ok. We’ll have to swap out at least one of the engines.",1327090548478414850,elonmusk,Elon Musk,4205,221,2020-11-13 03:26:57,Twitter for iPhone,,1,positive
127,@tobyliiiiiiiiii @SpacePadreIsle @austinbarnard45 Maybe melted an engine preburner or fuel hot gas manifold. Whatev… https://t.co/5elyX8PjlG,1327073241693765633,elonmusk,Elon Musk,3233,163,2020-11-13 02:18:11,Twitter for iPhone,,1,positive
128,@austinbarnard45 We lost vehicle pneumatics. Reason unknown at present. Liquid oxygen header tank pressure is risin… https://t.co/SZc90HnTi8,1327070929868914689,elonmusk,Elon Musk,4782,264,2020-11-13 02:09:00,Twitter for iPhone,,-1,negative
129,@DrPhiltill 🤣🤣👍,1327024998020571136,elonmusk,Elon Musk,3697,47,2020-11-12 23:06:29,Twitter for iPhone,,0,neutral
130,"RT @Teslarati: Tesla tops list of 2020’s Most Attractive Employers for US engineering students
https://t.co/KKNYQlet0o",1326923110499545088,elonmusk,Elon Musk,0,649,2020-11-12 16:21:37,Twitter for iPhone,,1,positive
131,4 Astronauts fly to @Space_Station on Sat night from Cape. First operational flight of Crew Dragon. https://t.co/uZCGiKciKb,1326911280981143558,elonmusk,Elon Musk,101252,8522,2020-11-12 15:34:36,Twitter for iPhone,,1,positive
132,@Cardoso Luck is the best superpower,1326908366392860673,elonmusk,Elon Musk,2410,122,2020-11-12 15:23:01,Twitter for iPhone,,1,positive
133,RT @SpaceX: Thank you to all those who have served and sacrificed #VeteransDay https://t.co/U8kN4FZpJ9,1326698085309841409,elonmusk,Elon Musk,0,3702,2020-11-12 01:27:27,Twitter for iPhone,,0,neutral
134,RT @SpaceX: Crew access arm swings into place https://t.co/XAImd6nLJV,1326517891437486086,elonmusk,Elon Musk,0,3366,2020-11-11 13:31:25,Twitter for iPhone,,0,neutral
135,@hiromichimizuno Yes,1326383826055143426,elonmusk,Elon Musk,4285,71,2020-11-11 04:38:41,Twitter for iPhone,,0,neutral
136,@Kristennetten It is an honor that they would choose to work with me. I strive to ensure that the companies enable… https://t.co/OTdwCSk3cK,1326284034851434500,elonmusk,Elon Musk,3696,208,2020-11-10 22:02:09,Twitter for iPhone,,0,neutral
137,Such a privilege to work with people I like &amp; respect so much. I feel blessed.,1326274591564718080,elonmusk,Elon Musk,210836,6957,2020-11-10 21:24:38,Twitter for iPhone,,1,positive
138,"RT @Commercial_Crew: The Flight Readiness Review for the Crew-1 mission to the @Space_Station has concluded, and @NASA and @SpaceX are GO t…",1326256556619522053,elonmusk,Elon Musk,0,995,2020-11-10 20:12:58,Twitter for iPhone,,0,neutral
139,RT @SpaceX: Falcon 9 and Crew Dragon vertical on Launch Complex 39A https://t.co/hBVUHWv3Ab,1326196571936010242,elonmusk,Elon Musk,0,7397,2020-11-10 16:14:36,Twitter for iPhone,,-1,negative
